course_id,course_short_title,course_long_title,learner_id,certification_id,certified,country,learner_qualification,learners_year_of_birth,age,gender,grade,start_time_DI,last_event_DI,number_of_days_active,number_of_chapters,number_of_forum_post,incomplete_flag
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130238610,721222,0,Unknown/Other,Secondary,1999,14,,0,17-02-2013,,,1,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130096849,711966,1,Unknown/Other,Secondary,1993,20,,0,24-02-2013,,,2,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130577740,154279,0,Unknown/Other,Secondary,1994,19,,0,25-02-2013,,,1,0,1
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130300443,659922,0,United States,Secondary,1994,19,,0,24-07-2012,,1,,0,0
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130551944,913917,0,United States,Secondary,1991,22,,0,09-09-2012,,3,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130172901,992224,0,United States,Secondary,1996,17,,0,23-01-2013,23-01-2013,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130214906,122038,0,United States,Secondary,1997,16,,0,23-01-2013,24-01-2013,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130345068,364057,0,Spain,Secondary,1996,17,,,24-01-2013,24-01-2013,1,12,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130146072,599504,0,United States,Secondary,1991,22,,0,29-01-2013,30-01-2013,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130352515,288453,0,East Asia,Secondary,1997,16,,,22-06-2013,,1,15,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130421265,719698,1,India,Secondary,1998,15,m,0,12-06-2013,,1,,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130546840,468816,1,Unknown/Other,Secondary,1998,15,,0.03,06-09-2012,,,3,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130075886,343782,1,India,Secondary,1996,17,m,,15-07-2013,,24,9,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130487928,134869,0,Unknown/Other,Secondary,1994,19,,0,08-09-2012,,,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130429433,469883,0,Unknown/Other,Secondary,1995,18,,0,09-09-2012,,,2,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130351877,618530,0,Unknown/Other,Secondary,1990,23,,0,10-09-2012,,,3,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130338860,391798,0,Unknown/Other,Secondary,1996,17,,0.09,25-10-2012,,,4,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130331745,886227,0,Egypt,Secondary,1990,23,f,,27-01-2013,27-01-2013,1,14,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130592981,551118,1,Unknown/Other,Secondary,1994,19,,,07-02-2013,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130292879,204192,0,Unknown/Other,Secondary,1995,18,,,09-02-2013,,,3,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130272651,614587,0,Poland,Secondary,1998,15,,,12-02-2013,,1,12,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130146364,725051,0,Unknown/Other,Secondary,1995,18,,,21-02-2013,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130150101,987365,0,United States,Secondary,1991,22,m,,12-06-2013,,2,14,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130276483,880792,0,India,Secondary,1997,16,,0,23-01-2013,23-01-2013,1,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130194504,265590,0,United States,Secondary,1998,15,f,0,02-01-2013,28-01-2013,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130163567,547910,0,Morocco,Secondary,1990,23,,0,03-02-2013,04-02-2013,1,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130103349,646068,0,South Asia,Secondary,1998,15,,0,05-02-2013,06-02-2013,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130212934,671338,0,Unknown/Other,Secondary,1992,21,,0,13-02-2013,,,1,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130199637,261787,0,Unknown/Other,Secondary,1990,23,,0,13-02-2013,,,1,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130228748,970549,1,Unknown/Other,Secondary,1999,14,,0,23-02-2013,,,1,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130357877,419385,0,United States,Secondary,1994,19,,0,17-05-2013,,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130131477,872994,1,United States,Secondary,1997,16,,0,18-02-2013,,2,2,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130401038,636955,0,Europe,Secondary,1998,15,,0,22-01-2013,22-01-2013,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130443862,345197,1,United Kingdom,Secondary,1990,23,m,,25-01-2013,01-02-2013,3,13,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130171461,340837,0,Europe,Secondary,1998,15,m,0,28-01-2013,28-01-2013,1,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130333957,296542,0,United States,Secondary,1998,15,,0,28-01-2013,28-01-2013,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130579201,160986,0,Unknown/Other,Secondary,1994,19,,0,12-02-2013,,,2,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130492711,458953,0,Unknown/Other,Secondary,1999,14,,0,17-02-2013,,,2,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130306678,877040,0,United Kingdom,Secondary,1993,20,,,21-07-2013,,13,11,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130454541,608673,1,Unknown/Other,Secondary,1997,16,,0.01,31-08-2012,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130017973,210051,0,Unknown/Other,Secondary,1990,23,,0,07-09-2012,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130166071,810893,0,Unknown/Other,Secondary,1992,21,,0,08-09-2012,,,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130322781,957406,0,Unknown/Other,Secondary,1992,21,,0,08-09-2012,,,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130054435,970453,0,Unknown/Other,Secondary,1998,15,,0,10-09-2012,,,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130247119,881134,1,United States,Secondary,1998,15,,,04-06-2013,,59,6,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130303751,582966,0,East Asia,Secondary,1995,18,,,23-01-2013,26-01-2013,3,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130577444,314503,0,East Asia,Secondary,1996,17,m,,24-01-2013,25-01-2013,1,7,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130106771,570737,0,China,Secondary,1997,16,,,26-01-2013,26-01-2013,1,3,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130022125,848421,1,Europe,Secondary,1992,21,,,30-01-2013,30-01-2013,1,7,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130353675,823048,0,Unknown/Other,Secondary,1999,14,,,10-02-2013,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130427267,661093,0,Unknown/Other,Secondary,1999,14,,,11-02-2013,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130552222,863243,0,Middle East,Secondary,1993,20,,,11-06-2013,,1,2,0,0
HarvardX/PH278x/2013_Spring,HealthEnv,Human Health and Global Environmental Change,MHxPC130273984,812662,0,United States,Secondary,1991,22,f,0,16-01-2013,,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130378289,440304,0,Unknown/Other,Secondary,1991,22,,0,13-02-2013,,,1,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130381911,655571,0,Africa,Secondary,1991,22,,0,22-02-2013,,1,2,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130340377,470448,0,China,Secondary,1990,23,,,26-02-2013,,1,17,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130200390,196243,0,Europe,Secondary,1993,20,,0,28-01-2013,28-01-2013,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130046917,222766,1,France,Secondary,1998,15,,0,03-02-2013,03-02-2013,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130207112,650358,0,South Asia,Secondary,1997,16,,0,31-01-2013,06-02-2013,5,1,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130334314,536601,1,United States,Secondary,1997,16,,0,05-02-2013,05-02-2013,4,1,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130045744,523572,0,United States,Secondary,1994,19,,0,01-02-2013,06-02-2013,2,1,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130103627,345268,0,Unknown/Other,Secondary,1994,19,,0,07-02-2013,,,1,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130398521,996552,1,Germany,Secondary,1993,20,,,17-07-2013,,,3,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130452546,185513,0,Unknown/Other,Secondary,1995,18,,0,08-09-2012,,,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130330241,350262,1,Unknown/Other,Secondary,1993,20,,0,10-09-2012,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130160759,548992,0,Russian Federation,Secondary,1997,16,,,26-01-2013,27-01-2013,1,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130368216,131167,1,Egypt,Secondary,1995,18,m,,20-01-2013,21-01-2013,1,9,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130477063,921256,1,United Kingdom,Secondary,1995,18,,,23-01-2013,23-01-2013,1,11,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130057144,938612,1,East Asia,Secondary,1998,15,,,28-01-2013,28-01-2013,1,6,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130267062,769534,0,Germany,Secondary,1992,21,,,29-01-2013,31-01-2013,2,7,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130050498,572819,0,Mexico,Secondary,1993,20,,,04-02-2013,05-02-2013,1,16,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130349803,655886,0,United States,Secondary,1994,19,m,,21-03-2013,,1,12,0,0
HarvardX/PH278x/2013_Spring,HealthEnv,Human Health and Global Environmental Change,MHxPC130043764,562310,0,United States,Secondary,1994,19,,0,07-06-2013,,2,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130276565,832707,0,Japan,Secondary,1997,16,,0,02-02-2013,02-02-2013,1,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130573516,525227,0,United Kingdom,Secondary,1996,17,,0,04-02-2013,04-02-2013,1,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130336413,615218,0,Unknown/Other,Secondary,1994,19,,0,01-03-2013,,,1,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130518558,808193,1,Germany,Secondary,1995,18,,0,22-01-2013,22-01-2013,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130515453,100211,0,United States,Secondary,1996,17,,0,23-05-2013,,2,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130333318,349632,0,United States,Secondary,1996,17,,0,23-05-2013,,10,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130581299,653466,0,Germany,Secondary,1995,18,,0,16-06-2013,,1,,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130294832,875685,0,Unknown/Other,Secondary,1990,23,m,0,09-09-2012,,,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130259321,846978,1,Egypt,Secondary,1990,23,m,,28-01-2013,01-02-2013,2,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130347665,979733,1,Canada,Secondary,1994,19,,,02-02-2013,03-02-2013,1,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130333318,443663,1,United States,Secondary,1997,16,,,23-05-2013,,10,15,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130253037,424978,1,India,Secondary,1991,22,,,21-05-2013,,4,10,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130561282,613964,1,United States,Secondary,1993,20,,,28-05-2013,,1,13,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130101375,746383,1,Australia,Secondary,1997,16,,,04-07-2013,,2,12,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130022628,342995,0,United States,Secondary,1991,22,,,06-08-2013,,6,13,0,0
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130056389,116303,1,United Kingdom,Secondary,1992,21,,0,17-08-2012,,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130259700,889245,0,Germany,Secondary,1991,22,,0,13-01-2013,,2,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130561138,408524,0,Europe,Secondary,1993,20,,0,21-05-2013,,3,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130124056,676619,1,United Kingdom,Secondary,1994,19,,0,04-02-2013,04-02-2013,2,1,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130450082,391759,0,United States,Secondary,1998,15,,0,27-05-2013,,1,,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130075839,470766,0,East Asia,Secondary,1993,20,m,,26-01-2013,27-01-2013,2,3,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130505169,127841,1,South Asia,Secondary,1990,23,m,,06-02-2013,06-02-2013,1,14,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130397988,192912,0,United Kingdom,Secondary,1998,15,,,09-02-2013,,1,2,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130405348,532118,0,Africa,Secondary,1993,20,,0,06-02-2013,06-02-2013,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130313868,507201,0,Unknown/Other,Secondary,1990,23,,,27-08-2013,,,1,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130258630,424423,0,United States,Secondary,1991,22,,0,23-05-2013,,1,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130485348,827465,0,Germany,Secondary,1996,17,,0,15-06-2013,,1,,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130394736,945834,0,India,Secondary,1997,16,,,09-06-2013,,27,2,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130562889,920582,0,China,Secondary,1993,20,,,26-02-2013,,1,7,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130090183,507798,0,Canada,Secondary,1992,21,,,09-07-2013,,2,16,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130262641,603020,0,Unknown/Other,Secondary,1992,21,,0,26-04-2013,,,3,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130534426,180300,1,United States,Secondary,1998,15,,0,31-03-2013,,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130112527,759471,1,Unknown/Other,Secondary,1998,15,,0,23-02-2013,,,2,0,0
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130371345,461427,0,United States,Secondary,1993,20,,0,21-06-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130410839,518966,0,Unknown/Other,Secondary,1991,22,,0.43,01-08-2013,,,9,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130311654,424593,0,United States,Secondary,1999,14,,,07-06-2013,,1,12,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130395162,172814,0,Unknown/Other,Secondary,1999,14,,0,15-02-2013,,,1,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130300860,343757,1,Unknown/Other,Secondary,1999,14,,0,19-02-2013,,,2,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130241532,203192,0,Unknown/Other,Secondary,1991,22,,0,19-02-2013,,,2,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130218127,811419,0,Unknown/Other,Secondary,1997,16,,0,19-02-2013,,,2,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130345316,448395,0,Unknown/Other,Secondary,1990,23,,0,19-02-2013,,,2,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130262267,472527,0,Unknown/Other,Secondary,1996,17,,0,19-02-2013,,,2,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130387314,948585,1,Unknown/Other,Secondary,1995,18,,0,19-02-2013,,,2,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130164284,743969,0,Unknown/Other,Secondary,1998,15,,0,19-02-2013,,,2,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130476092,921837,1,Unknown/Other,Secondary,1998,15,,0,19-02-2013,,,2,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130112381,792234,0,Unknown/Other,Secondary,1995,18,,0,23-02-2013,,,2,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130454566,166614,1,Europe,Secondary,1991,22,,0,23-02-2013,,2,1,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130284331,137725,0,United Kingdom,Secondary,1998,15,,0,29-03-2013,,1,,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130381371,781664,0,United States,Secondary,1991,22,,0,26-03-2013,,5,,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130248810,366377,0,"Other North & Central Amer., Caribbean",Secondary,1994,19,,0,28-02-2013,,1,,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130065283,873925,0,United States,Secondary,1999,14,,0,29-03-2013,,28,,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130005895,557498,0,India,Secondary,1998,15,,0,30-03-2013,,1,,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130153137,753972,0,Canada,Secondary,1992,21,,0,29-03-2013,,1,,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130528681,630922,1,Europe,Secondary,1991,22,,0,29-03-2013,,8,,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130594662,491217,0,Colombia,Secondary,1999,14,,0,26-03-2013,,4,,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130182688,515287,0,South America,Secondary,1990,23,,0,18-03-2013,,2,,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130399252,156567,0,United States,Secondary,1991,22,,0,29-03-2013,,1,,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130568165,239585,1,Russian Federation,Secondary,1991,22,,0,01-04-2013,,2,,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130047012,232547,1,Spain,Secondary,1997,16,,0,29-03-2013,,4,,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130519319,785276,0,South Asia,Secondary,1998,15,,0,31-03-2013,,3,,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130009651,803783,0,Russian Federation,Secondary,1997,16,,0,30-03-2013,,5,1,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130324596,736447,1,United Kingdom,Secondary,1990,23,,0,30-03-2013,,4,,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130070089,433989,1,Spain,Secondary,1996,17,,0,30-03-2013,,4,,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130022269,984273,0,Japan,Secondary,1997,16,,0,09-03-2013,,1,,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130147648,381061,0,Poland,Secondary,1996,17,,0,05-04-2013,,5,,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130405345,435101,0,Middle East,Secondary,1997,16,,0,25-02-2013,,1,,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130583576,237440,0,Spain,Secondary,1992,21,,0,03-04-2013,,7,,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130533325,171016,0,India,Secondary,1990,23,,0,25-03-2013,,1,,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130014753,482139,0,India,Secondary,1996,17,,0,26-02-2013,,26,,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130272583,234720,1,United States,Secondary,1996,17,,0,29-03-2013,,10,,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130120629,812053,0,Brazil,Secondary,1991,22,,0,14-03-2013,,1,,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130121044,588747,1,Europe,Secondary,1990,23,,0,01-06-2013,,3,,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130596577,216065,0,United States,Secondary,1990,23,,0,03-04-2013,,1,1,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130163166,945054,0,United States,Secondary,1994,19,,0,30-03-2013,,1,,0,1
